method,strain,protein,EBC_ID,best_rank,n_complexes,total_interactions,n_hydrophobic,n_hbond,n_water_bridge,n_salt_bridge,n_pi_stack,n_pi_cation,n_halogen_bond,n_metal_complex
AD,ref,OPG027,EBC-63030,49,1,175,124,35,0,12,1,3,0,0
AD,ref,OPG027,EBC-63089,22,1,280,112,140,0,20,1,5,2,0
AD,ref,OPG027,EBC-71073,53,1,252,139,98,0,9,5,1,0,0
AD,ref,OPG027,EBC-99051,60,1,170,88,68,0,8,2,4,0,0
AD,ref,OPG112,EBC-00625,94,1,146,115,27,0,1,1,2,0,0
AD,ref,OPG112,EBC-00692,88,1,171,85,74,0,12,0,0,0,0
AD,ref,OPG112,EBC-00696,59,1,222,180,32,0,5,0,2,3,0
AD,ref,OPG112,EBC-00711,86,1,190,167,11,0,12,0,0,0,0
AD,ref,OPG112,EBC-02079,28,1,172,120,43,0,9,0,0,0,0
AD,ref,OPG112,EBC-03865,31,1,209,188,17,0,0,0,4,0,0
AD,ref,OPG112,EBC-06061,37,1,153,92,50,0,8,2,1,0,0
AD,ref,OPG112,EBC-06062,14,1,224,165,44,0,10,3,2,0,0
AD,ref,OPG112,EBC-07037,9,1,237,223,14,0,0,0,0,0,0
AD,ref,OPG112,EBC-07157,82,1,143,88,45,0,7,0,3,0,0
AD,ref,OPG112,EBC-07462,99,1,173,111,51,0,6,3,2,0,0
AD,ref,OPG112,EBC-07557,42,1,179,117,54,0,5,0,3,0,0
AD,ref,OPG112,EBC-07606,93,1,190,167,19,0,2,2,0,0,0
AD,ref,OPG112,EBC-07670,24,1,191,131,52,0,7,0,1,0,0
AD,ref,OPG112,EBC-07868,39,1,196,110,77,0,7,0,2,0,0
AD,ref,OPG112,EBC-07988,45,1,254,146,80,0,19,1,3,5,0
AD,ref,OPG112,EBC-08560,79,1,184,128,51,0,3,0,2,0,0
AD,ref,OPG112,EBC-08671,69,1,191,115,63,0,11,1,1,0,0
AD,ref,OPG112,EBC-08788,53,1,198,154,33,0,4,0,7,0,0
AD,ref,OPG112,EBC-08908,40,1,222,107,105,0,6,0,1,3,0
AD,ref,OPG112,EBC-08915,47,1,194,148,30,0,12,3,1,0,0
AD,ref,OPG112,EBC-09085,74,1,175,117,50,0,7,1,0,0,0
AD,ref,OPG112,EBC-09132,91,1,168,92,53,0,14,0,1,8,0
AD,ref,OPG112,EBC-09202,68,1,201,118,71,0,5,2,2,3,0
AD,ref,OPG112,EBC-11029,16,1,233,144,74,0,14,1,0,0,0
AD,ref,OPG112,EBC-11069,30,1,186,128,52,0,5,0,1,0,0
AD,ref,OPG112,EBC-11230,81,1,250,146,86,0,15,2,1,0,0
AD,ref,OPG112,EBC-11281,55,1,147,94,22,0,9,0,1,21,0
AD,ref,OPG112,EBC-11429,80,1,187,107,62,0,15,2,1,0,0
AD,ref,OPG112,EBC-11433,27,1,213,113,78,0,15,0,2,5,0
AD,ref,OPG112,EBC-118033,85,1,162,77,60,0,15,0,3,7,0
AD,ref,OPG112,EBC-12273,58,1,189,126,55,0,4,0,4,0,0
AD,ref,OPG112,EBC-12468,89,1,191,105,65,0,19,1,1,0,0
AD,ref,OPG112,EBC-12821,41,1,169,73,81,0,14,0,1,0,0
AD,ref,OPG112,EBC-12825,96,1,199,158,28,0,5,0,4,4,0
AD,ref,OPG112,EBC-13045,62,1,167,86,56,0,11,1,1,12,0
AD,ref,OPG112,EBC-13064,71,1,200,109,68,0,11,1,0,11,0
AD,ref,OPG112,EBC-13071,66,1,211,158,51,0,1,0,1,0,0
AD,ref,OPG112,EBC-131022,95,1,192,101,75,0,7,1,0,8,0
AD,ref,OPG112,EBC-13120,63,1,180,100,69,0,10,0,1,0,0
AD,ref,OPG112,EBC-13129,78,1,157,81,54,0,14,0,0,8,0
AD,ref,OPG112,EBC-13165,65,1,224,39,158,0,26,0,1,0,0
AD,ref,OPG112,EBC-13379,18,1,251,171,56,0,20,1,3,0,0
AD,ref,OPG112,EBC-13572,44,1,188,119,55,0,5,2,3,4,0
AD,ref,OPG112,EBC-13579,23,1,204,93,92,0,19,0,0,0,0
AD,ref,OPG112,EBC-13607,2,1,253,167,79,0,6,0,1,0,0
AD,ref,OPG112,EBC-14147,73,1,161,78,68,0,10,3,2,0,0
AD,ref,OPG112,EBC-14214,84,1,211,162,43,0,1,2,2,1,0
AD,ref,OPG112,EBC-145085,87,1,167,87,64,0,13,0,0,3,0
AD,ref,OPG112,EBC-145226,10,1,202,113,72,0,16,0,1,0,0
AD,ref,OPG112,EBC-148031,20,1,240,158,64,0,8,7,3,0,0
AD,ref,OPG112,EBC-149094,34,1,181,112,57,0,9,1,2,0,0
AD,ref,OPG112,EBC-157073,76,1,206,157,38,0,9,1,1,0,0
AD,ref,OPG112,EBC-157209,83,1,220,175,38,0,5,0,2,0,0
AD,ref,OPG112,EBC-157213,98,1,178,89,56,0,16,1,4,12,0
AD,ref,OPG112,EBC-157219,97,1,194,92,74,0,6,0,2,20,0
AD,ref,OPG112,EBC-157241,57,1,218,126,58,0,21,0,2,11,0
AD,ref,OPG112,EBC-157249,90,1,198,105,71,0,18,3,1,0,0
AD,ref,OPG112,EBC-160036,8,1,153,100,48,0,3,2,0,0,0
AD,ref,OPG112,EBC-17121,19,1,185,87,68,0,26,2,2,0,0
AD,ref,OPG112,EBC-216028,48,1,181,139,36,0,3,0,3,0,0
AD,ref,OPG112,EBC-217022,35,1,172,87,53,0,18,0,2,12,0
AD,ref,OPG112,EBC-218037,100,1,172,111,48,0,8,1,4,0,0
AD,ref,OPG112,EBC-218043,3,1,218,136,62,0,20,0,0,0,0
AD,ref,OPG112,EBC-221084,7,1,165,80,70,0,13,1,1,0,0
AD,ref,OPG112,EBC-23629,77,1,181,153,25,0,3,0,0,0,0
AD,ref,OPG112,EBC-24042,64,1,317,315,0,0,0,1,1,0,0
AD,ref,OPG112,EBC-244029,22,1,207,146,50,0,11,0,0,0,0
AD,ref,OPG112,EBC-249047,38,1,189,128,56,0,0,0,0,5,0
AD,ref,OPG112,EBC-251173,21,1,230,139,82,0,7,1,1,0,0
AD,ref,OPG112,EBC-252093,15,1,151,92,45,0,12,0,2,0,0
AD,ref,OPG112,EBC-252146,36,1,210,128,66,0,12,2,2,0,0
AD,ref,OPG112,EBC-27035,50,1,204,139,49,0,16,0,0,0,0
AD,ref,OPG112,EBC-27122,70,1,149,60,68,0,13,0,1,7,0
AD,ref,OPG112,EBC-27265,12,1,151,120,24,0,2,0,1,4,0
AD,ref,OPG112,EBC-27345,92,1,143,94,38,0,0,0,0,11,0
AD,ref,OPG112,EBC-27367,72,1,167,74,63,0,23,0,1,6,0
AD,ref,OPG112,EBC-27428,5,1,224,117,77,0,25,3,2,0,0
AD,ref,OPG112,EBC-286055,29,1,184,111,59,0,12,1,1,0,0
AD,ref,OPG112,EBC-287051,60,1,199,133,60,0,5,0,1,0,0
AD,ref,OPG112,EBC-287070,46,1,203,149,41,0,8,2,3,0,0
AD,ref,OPG112,EBC-289112,33,1,191,153,28,0,5,3,2,0,0
AD,ref,OPG112,EBC-289124,49,1,175,117,49,0,6,0,3,0,0
AD,ref,OPG112,EBC-290041,13,1,290,134,127,0,15,1,3,10,0
AD,ref,OPG112,EBC-291159,67,1,222,163,53,0,2,1,3,0,0
AD,ref,OPG112,EBC-291167,52,1,187,84,73,0,18,1,1,10,0
AD,ref,OPG112,EBC-306048,17,1,149,60,73,0,7,0,0,9,0
AD,ref,OPG112,EBC-309072,32,1,174,95,65,0,13,0,0,1,0
AD,ref,OPG112,EBC-312044,75,1,176,94,58,0,13,0,1,10,0
AD,ref,OPG112,EBC-44365,43,1,207,114,73,0,13,2,2,3,0
AD,ref,OPG112,EBC-46024,61,1,179,95,66,0,13,0,2,3,0
AD,ref,OPG112,EBC-46057,6,1,247,187,51,0,6,3,0,0,0
AD,ref,OPG112,EBC-46294,4,1,265,109,130,0,17,3,4,2,0
AD,ref,OPG112,EBC-47073,26,1,219,96,109,0,3,1,4,6,0
AD,ref,OPG112,EBC-47119,56,1,218,95,109,0,12,1,1,0,0
AD,ref,OPG112,EBC-48186,25,1,134,77,38,0,2,0,0,17,0
AD,ref,OPG112,EBC-49036,51,1,176,108,56,0,9,0,2,1,0
AD,ref,OPG112,EBC-63089,1,1,260,95,119,0,38,0,5,3,0
AD,ref,OPG112,EBC-71073,54,1,243,114,105,0,22,0,2,0,0
AD,ref,OPG112,EBC-84050,11,1,220,97,86,0,30,0,3,4,0
AD,ref,OPG120,EBC-00625,16,1,167,142,19,0,1,3,2,0,0
AD,ref,OPG120,EBC-00711,47,1,197,175,13,0,5,0,4,0,0
AD,ref,OPG120,EBC-02079,18,1,179,121,50,0,7,0,1,0,0
AD,ref,OPG120,EBC-03838,64,1,141,122,19,0,0,0,0,0,0
AD,ref,OPG120,EBC-03865,97,1,212,192,19,0,0,1,0,0,0
AD,ref,OPG120,EBC-06061,5,1,177,130,39,0,4,2,2,0,0
AD,ref,OPG120,EBC-06062,36,1,236,184,47,0,2,2,1,0,0
AD,ref,OPG120,EBC-06903,76,1,247,189,40,0,18,0,0,0,0
AD,ref,OPG120,EBC-07080,52,1,216,109,95,0,8,3,1,0,0
AD,ref,OPG120,EBC-07301,23,1,194,174,12,0,3,4,1,0,0
AD,ref,OPG120,EBC-07421,79,1,177,135,29,0,3,4,3,3,0
AD,ref,OPG120,EBC-07557,67,1,207,150,47,0,4,5,1,0,0
AD,ref,OPG120,EBC-07606,61,1,198,182,14,0,0,2,0,0,0
AD,ref,OPG120,EBC-07686,25,1,193,128,62,0,0,0,2,1,0
AD,ref,OPG120,EBC-07749,66,1,194,126,61,0,2,0,3,2,0
AD,ref,OPG120,EBC-07940,21,1,215,117,79,0,4,5,1,9,0
AD,ref,OPG120,EBC-07988,22,1,291,190,87,0,9,3,1,1,0
AD,ref,OPG120,EBC-08460,96,1,188,175,11,0,0,1,0,1,0
AD,ref,OPG120,EBC-08587,13,1,160,135,22,0,0,2,1,0,0
AD,ref,OPG120,EBC-08787,71,1,218,183,28,0,2,4,1,0,0
AD,ref,OPG120,EBC-08915,38,1,214,181,31,0,1,0,1,0,0
AD,ref,OPG120,EBC-09032,72,1,183,121,47,0,1,0,1,13,0
AD,ref,OPG120,EBC-09118,48,1,142,95,44,0,3,0,0,0,0
AD,ref,OPG120,EBC-09202,46,1,200,125,66,0,4,1,1,3,0
AD,ref,OPG120,EBC-11154,54,1,190,89,88,0,13,0,0,0,0
AD,ref,OPG120,EBC-11260,93,1,244,136,88,0,14,2,4,0,0
AD,ref,OPG120,EBC-11281,10,1,196,132,42,0,1,0,1,20,0
AD,ref,OPG120,EBC-11364,20,1,181,104,53,0,13,0,4,7,0
AD,ref,OPG120,EBC-11433,57,1,230,129,90,0,7,0,1,3,0
AD,ref,OPG120,EBC-12035,51,1,185,96,87,0,2,0,0,0,0
AD,ref,OPG120,EBC-12063,49,1,208,111,82,0,10,1,4,0,0
AD,ref,OPG120,EBC-12152,87,1,214,158,47,0,2,1,3,3,0
AD,ref,OPG120,EBC-12396,62,1,170,94,59,0,9,2,3,3,0
AD,ref,OPG120,EBC-12508,100,1,220,151,60,0,7,0,2,0,0
AD,ref,OPG120,EBC-12821,26,1,204,90,99,0,14,1,0,0,0
AD,ref,OPG120,EBC-12825,45,1,205,156,32,0,5,2,4,6,0
AD,ref,OPG120,EBC-12996,41,1,205,164,38,0,3,0,0,0,0
AD,ref,OPG120,EBC-13002,17,1,218,144,51,0,3,2,2,16,0
AD,ref,OPG120,EBC-13040,30,1,228,99,114,0,8,3,1,3,0
AD,ref,OPG120,EBC-13064,69,1,242,128,90,0,3,0,3,18,0
AD,ref,OPG120,EBC-13071,73,1,225,166,53,0,0,3,3,0,0
AD,ref,OPG120,EBC-13120,78,1,217,136,74,0,3,3,1,0,0
AD,ref,OPG120,EBC-13192,95,1,187,112,64,0,5,1,1,4,0
AD,ref,OPG120,EBC-13379,92,1,242,162,65,0,14,0,1,0,0
AD,ref,OPG120,EBC-13472,63,1,226,116,90,0,6,0,2,12,0
AD,ref,OPG120,EBC-13607,1,1,271,179,83,0,6,2,1,0,0
AD,ref,OPG120,EBC-13712,80,1,211,155,51,0,4,1,0,0,0
AD,ref,OPG120,EBC-14020,58,1,211,159,41,0,7,3,0,1,0
AD,ref,OPG120,EBC-14163,83,1,281,124,142,0,11,0,4,0,0
AD,ref,OPG120,EBC-14214,24,1,234,176,45,0,3,2,4,4,0
AD,ref,OPG120,EBC-145226,53,1,209,125,77,0,3,3,1,0,0
AD,ref,OPG120,EBC-148031,39,1,243,145,86,0,8,2,2,0,0
AD,ref,OPG120,EBC-149094,19,1,210,161,39,0,8,1,1,0,0
AD,ref,OPG120,EBC-154070,34,1,170,110,46,0,4,5,2,3,0
AD,ref,OPG120,EBC-157073,42,1,220,184,26,0,2,4,4,0,0
AD,ref,OPG120,EBC-157212,98,1,235,142,88,0,1,3,1,0,0
AD,ref,OPG120,EBC-157213,31,1,206,110,79,0,6,0,3,8,0
AD,ref,OPG120,EBC-160036,2,1,165,134,25,0,0,0,0,6,0
AD,ref,OPG120,EBC-17116,56,1,192,105,69,0,11,2,5,0,0
AD,ref,OPG120,EBC-191032,7,1,212,137,57,0,4,1,1,12,0
AD,ref,OPG120,EBC-216028,50,1,224,163,53,0,4,1,3,0,0
AD,ref,OPG120,EBC-217022,28,1,186,117,47,0,10,0,4,8,0
AD,ref,OPG120,EBC-218037,27,1,156,116,33,0,4,2,1,0,0
AD,ref,OPG120,EBC-218043,4,1,238,152,67,0,10,3,6,0,0
AD,ref,OPG120,EBC-221084,44,1,209,123,72,0,9,0,5,0,0
AD,ref,OPG120,EBC-251173,15,1,271,165,90,0,12,1,3,0,0
AD,ref,OPG120,EBC-252093,37,1,198,142,48,0,5,1,2,0,0
AD,ref,OPG120,EBC-252122,14,1,182,133,21,0,4,6,4,14,0
AD,ref,OPG120,EBC-253180,90,1,250,108,128,0,4,6,1,3,0
AD,ref,OPG120,EBC-27265,6,1,187,158,20,0,0,6,0,3,0
AD,ref,OPG120,EBC-27288,91,1,178,90,73,0,6,0,1,8,0
AD,ref,OPG120,EBC-27345,12,1,155,114,33,0,2,0,0,6,0
AD,ref,OPG120,EBC-27428,3,1,244,160,77,0,5,2,0,0,0
AD,ref,OPG120,EBC-287042,99,1,229,163,61,0,3,0,2,0,0
AD,ref,OPG120,EBC-287070,33,1,245,215,28,0,2,0,0,0,0
AD,ref,OPG120,EBC-289112,55,1,191,155,31,0,1,3,1,0,0
AD,ref,OPG120,EBC-290041,9,1,293,127,136,0,23,1,3,3,0
AD,ref,OPG120,EBC-291106,88,1,193,140,49,0,3,0,1,0,0
AD,ref,OPG120,EBC-292060,94,1,187,141,38,0,3,2,0,3,0
AD,ref,OPG120,EBC-303367,75,1,240,177,59,0,2,1,1,0,0
AD,ref,OPG120,EBC-306048,8,1,159,72,66,0,9,2,1,9,0
AD,ref,OPG120,EBC-309070,74,1,171,103,42,0,9,0,4,13,0
AD,ref,OPG120,EBC-309072,89,1,211,107,85,0,16,1,1,1,0
AD,ref,OPG120,EBC-43021,43,1,225,148,63,0,8,0,1,5,0
AD,ref,OPG120,EBC-44358,65,1,201,118,72,0,2,0,0,9,0
AD,ref,OPG120,EBC-46024,60,1,191,106,79,0,2,1,0,3,0
AD,ref,OPG120,EBC-46057,70,1,244,199,35,0,6,0,4,0,0
AD,ref,OPG120,EBC-46099,40,1,179,107,56,0,2,2,2,10,0
AD,ref,OPG120,EBC-46294,11,1,277,123,134,0,12,4,1,3,0
AD,ref,OPG120,EBC-47024,82,1,244,138,95,0,10,0,1,0,0
AD,ref,OPG120,EBC-47073,35,1,273,138,105,0,14,1,1,14,0
AD,ref,OPG120,EBC-47115,77,1,193,115,55,0,4,4,2,13,0
AD,ref,OPG120,EBC-47119,85,1,260,115,126,0,15,0,4,0,0
AD,ref,OPG120,EBC-47495,86,1,222,146,60,0,6,0,1,9,0
AD,ref,OPG120,EBC-48188,81,1,222,125,88,0,5,2,2,0,0
AD,ref,OPG120,EBC-50088,29,1,180,120,57,0,3,0,0,0,0
AD,ref,OPG120,EBC-54045,84,1,198,101,80,0,11,2,3,1,0
AD,ref,OPG120,EBC-63089,32,1,243,87,130,0,20,2,1,3,0
AD,ref,OPG120,EBC-80098,68,1,216,132,76,0,2,1,5,0,0
AD,ref,OPG120,EBC-84050,59,1,239,112,101,0,15,2,3,6,0
AD,ref,OPG154,EBC-00636,98,1,153,128,20,0,5,0,0,0,0
AD,ref,OPG154,EBC-00711,12,1,189,173,7,0,8,0,1,0,0
AD,ref,OPG154,EBC-02079,4,1,158,120,29,0,7,2,0,0,0
AD,ref,OPG154,EBC-02080,58,1,162,139,20,0,2,1,0,0,0
AD,ref,OPG154,EBC-03838,75,1,162,149,10,0,1,0,2,0,0
AD,ref,OPG154,EBC-03852,39,1,170,156,12,0,0,1,1,0,0
AD,ref,OPG154,EBC-03865,5,1,213,206,6,0,0,1,0,0,0
AD,ref,OPG154,EBC-06061,67,1,185,121,40,0,17,3,4,0,0
AD,ref,OPG154,EBC-06062,74,1,223,192,27,0,3,1,0,0,0
AD,ref,OPG154,EBC-06111,24,1,163,144,19,0,0,0,0,0,0
AD,ref,OPG154,EBC-06903,70,1,214,169,37,0,7,0,1,0,0
AD,ref,OPG154,EBC-07236,88,1,166,156,8,0,2,0,0,0,0
AD,ref,OPG154,EBC-07249,30,1,155,144,10,0,0,1,0,0,0
AD,ref,OPG154,EBC-07250,80,1,157,148,9,0,0,0,0,0,0
AD,ref,OPG154,EBC-07301,25,1,189,175,12,0,2,0,0,0,0
AD,ref,OPG154,EBC-07421,42,1,169,146,11,0,5,3,2,2,0
AD,ref,OPG154,EBC-07528,97,1,173,158,9,0,6,0,0,0,0
AD,ref,OPG154,EBC-07670,20,1,207,169,35,0,2,1,0,0,0
AD,ref,OPG154,EBC-07744,93,1,202,168,22,0,7,1,4,0,0
AD,ref,OPG154,EBC-07988,100,1,253,162,52,0,29,2,4,4,0
AD,ref,OPG154,EBC-08587,32,1,156,129,27,0,0,0,0,0,0
AD,ref,OPG154,EBC-08615,60,1,213,122,83,0,8,0,0,0,0
AD,ref,OPG154,EBC-08787,44,1,185,160,21,0,4,0,0,0,0
AD,ref,OPG154,EBC-08788,37,1,176,147,24,0,5,0,0,0,0
AD,ref,OPG154,EBC-08822,68,1,197,151,40,0,5,1,0,0,0
AD,ref,OPG154,EBC-08915,21,1,223,187,23,0,9,0,4,0,0
AD,ref,OPG154,EBC-09098,69,1,202,169,27,0,2,2,2,0,0
AD,ref,OPG154,EBC-09118,95,1,151,114,22,0,6,7,2,0,0
AD,ref,OPG154,EBC-11041,56,1,178,133,43,0,0,1,1,0,0
AD,ref,OPG154,EBC-11069,27,1,177,142,34,0,1,0,0,0,0
AD,ref,OPG154,EBC-11281,18,1,170,125,21,0,8,0,0,16,0
AD,ref,OPG154,EBC-11364,19,1,132,78,29,0,12,2,6,5,0
AD,ref,OPG154,EBC-118037,50,1,163,98,49,0,13,2,1,0,0
AD,ref,OPG154,EBC-12063,72,1,189,84,82,0,17,3,3,0,0
AD,ref,OPG154,EBC-12273,34,1,187,153,31,0,2,1,0,0,0
AD,ref,OPG154,EBC-12412,57,1,228,174,44,0,5,4,1,0,0
AD,ref,OPG154,EBC-12821,14,1,150,90,48,0,9,3,0,0,0
AD,ref,OPG154,EBC-12825,99,1,225,179,31,0,4,1,6,4,0
AD,ref,OPG154,EBC-13061,64,1,174,93,63,0,11,4,3,0,0
AD,ref,OPG154,EBC-13071,86,1,188,160,27,0,1,0,0,0,0
AD,ref,OPG154,EBC-13120,43,1,198,134,45,0,19,0,0,0,0
AD,ref,OPG154,EBC-13127,84,1,266,202,57,0,5,1,1,0,0
AD,ref,OPG154,EBC-13184,96,1,237,143,54,0,31,0,3,6,0
AD,ref,OPG154,EBC-13607,3,1,247,154,72,0,19,0,2,0,0
AD,ref,OPG154,EBC-13814,89,1,157,131,21,0,4,0,1,0,0
AD,ref,OPG154,EBC-13851,47,1,198,159,32,0,6,1,0,0,0
AD,ref,OPG154,EBC-14147,29,1,173,112,45,0,13,1,2,0,0
AD,ref,OPG154,EBC-14210,79,1,187,149,30,0,6,0,2,0,0
AD,ref,OPG154,EBC-14214,55,1,232,192,30,0,4,3,1,2,0
AD,ref,OPG154,EBC-144099,94,1,172,109,53,0,5,4,1,0,0
AD,ref,OPG154,EBC-145226,17,1,236,142,84,0,10,0,0,0,0
AD,ref,OPG154,EBC-148031,53,1,223,161,45,0,16,0,1,0,0
AD,ref,OPG154,EBC-149094,7,1,182,127,39,0,10,2,4,0,0
AD,ref,OPG154,EBC-157222,61,1,149,121,28,0,0,0,0,0,0
AD,ref,OPG154,EBC-157241,38,1,178,114,48,0,11,1,2,2,0
AD,ref,OPG154,EBC-157248,90,1,192,122,61,0,8,1,0,0,0
AD,ref,OPG154,EBC-160036,2,1,178,145,25,0,0,4,3,1,0
AD,ref,OPG154,EBC-17121,62,1,183,112,56,0,9,1,5,0,0
AD,ref,OPG154,EBC-180260,91,1,152,136,11,0,5,0,0,0,0
AD,ref,OPG154,EBC-216028,49,1,198,166,19,0,12,0,1,0,0
AD,ref,OPG154,EBC-217022,51,1,174,103,44,0,16,0,3,8,0
AD,ref,OPG154,EBC-218037,36,1,163,124,32,0,1,5,1,0,0
AD,ref,OPG154,EBC-218043,1,1,201,143,35,0,14,6,3,0,0
AD,ref,OPG154,EBC-221084,33,1,178,111,52,0,10,2,3,0,0
AD,ref,OPG154,EBC-23629,10,1,189,170,16,0,2,1,0,0,0
AD,ref,OPG154,EBC-24042,16,1,273,272,0,0,0,1,0,0,0
AD,ref,OPG154,EBC-244029,41,1,196,157,35,0,3,1,0,0,0
AD,ref,OPG154,EBC-249057,78,1,189,161,21,0,5,1,1,0,0
AD,ref,OPG154,EBC-251173,22,1,265,186,51,0,22,2,4,0,0
AD,ref,OPG154,EBC-252093,23,1,180,115,41,0,16,7,1,0,0
AD,ref,OPG154,EBC-252122,85,1,181,123,42,0,6,1,1,8,0
AD,ref,OPG154,EBC-253180,87,1,201,131,53,0,11,2,0,4,0
AD,ref,OPG154,EBC-255053,82,1,201,159,30,0,6,4,2,0,0
AD,ref,OPG154,EBC-255056,73,1,192,157,21,0,8,4,2,0,0
AD,ref,OPG154,EBC-265042,77,1,191,162,21,0,3,3,2,0,0
AD,ref,OPG154,EBC-26770,35,1,155,141,14,0,0,0,0,0,0
AD,ref,OPG154,EBC-27035,45,1,210,162,45,0,3,0,0,0,0
AD,ref,OPG154,EBC-27265,9,1,153,145,8,0,0,0,0,0,0
AD,ref,OPG154,EBC-27345,6,1,142,114,16,0,1,3,0,8,0
AD,ref,OPG154,EBC-27367,71,1,193,102,55,0,14,0,0,22,0
AD,ref,OPG154,EBC-27428,26,1,171,116,52,0,3,0,0,0,0
AD,ref,OPG154,EBC-286055,46,1,199,131,49,0,15,3,1,0,0
AD,ref,OPG154,EBC-287064,52,1,205,158,33,0,12,0,2,0,0
AD,ref,OPG154,EBC-287070,54,1,201,151,44,0,2,2,2,0,0
AD,ref,OPG154,EBC-287104,59,1,189,154,27,0,8,0,0,0,0
AD,ref,OPG154,EBC-288044,48,1,214,166,27,0,14,4,3,0,0
AD,ref,OPG154,EBC-289112,11,1,206,162,32,0,7,0,5,0,0
AD,ref,OPG154,EBC-290041,15,1,282,157,89,0,31,1,1,3,0
AD,ref,OPG154,EBC-290082,65,1,165,132,25,0,5,2,1,0,0
AD,ref,OPG154,EBC-291106,83,1,200,165,30,0,2,3,0,0,0
AD,ref,OPG154,EBC-291159,81,1,229,183,37,0,8,0,1,0,0
AD,ref,OPG154,EBC-306048,63,1,148,77,46,0,9,3,2,11,0
AD,ref,OPG154,EBC-309072,31,1,195,117,55,0,15,5,2,1,0
AD,ref,OPG154,EBC-46057,13,1,249,195,48,0,5,0,1,0,0
AD,ref,OPG154,EBC-46294,76,1,250,128,89,0,25,2,5,1,0
AD,ref,OPG154,EBC-48186,8,1,178,135,23,0,7,0,2,11,0
AD,ref,OPG154,EBC-48188,66,1,184,133,39,0,10,2,0,0,0
AD,ref,OPG154,EBC-63089,40,1,249,130,84,0,27,3,4,1,0
AD,ref,OPG154,EBC-73021,92,1,164,133,19,0,7,3,0,2,0
AD,ref,OPG154,EBC-84050,28,1,211,115,59,0,28,0,6,3,0
AD,ref,OPG174,EBC-00694,95,1,239,142,77,0,10,0,1,9,0
AD,ref,OPG174,EBC-00711,70,1,178,145,27,0,5,1,0,0,0
AD,ref,OPG174,EBC-02079,15,1,80,54,18,0,8,0,0,0,0
AD,ref,OPG174,EBC-02080,37,1,90,65,25,0,0,0,0,0,0
AD,ref,OPG174,EBC-06061,17,1,155,105,42,0,6,1,1,0,0
AD,ref,OPG174,EBC-06062,27,1,223,165,51,0,6,0,1,0,0
AD,ref,OPG174,EBC-06092,42,1,142,79,58,0,2,1,2,0,0
AD,ref,OPG174,EBC-07157,20,1,62,30,27,0,5,0,0,0,0
AD,ref,OPG174,EBC-07249,87,1,182,135,42,0,2,3,0,0,0
AD,ref,OPG174,EBC-07683,86,1,255,188,51,0,13,2,1,0,0
AD,ref,OPG174,EBC-07940,84,1,205,102,86,0,5,0,0,12,0
AD,ref,OPG174,EBC-07988,28,1,274,155,88,0,26,1,1,3,0
AD,ref,OPG174,EBC-08536,90,1,228,144,75,0,9,0,0,0,0
AD,ref,OPG174,EBC-08587,97,1,122,110,11,0,1,0,0,0,0
AD,ref,OPG174,EBC-08615,47,1,283,171,106,0,6,0,0,0,0
AD,ref,OPG174,EBC-08788,88,1,210,146,51,0,12,0,1,0,0
AD,ref,OPG174,EBC-08908,29,1,234,140,92,0,2,0,0,0,0
AD,ref,OPG174,EBC-08915,22,1,208,159,44,0,5,0,0,0,0
AD,ref,OPG174,EBC-09085,100,1,183,120,58,0,3,2,0,0,0
AD,ref,OPG174,EBC-09132,54,1,194,120,61,0,7,1,0,5,0
AD,ref,OPG174,EBC-09202,31,1,211,133,59,0,12,0,1,6,0
AD,ref,OPG174,EBC-102119,67,1,244,99,140,0,5,0,0,0,0
AD,ref,OPG174,EBC-11029,46,1,211,122,76,0,10,0,3,0,0
AD,ref,OPG174,EBC-11230,56,1,269,174,88,0,7,0,0,0,0
AD,ref,OPG174,EBC-11281,10,1,207,127,48,0,7,0,0,25,0
AD,ref,OPG174,EBC-11364,9,1,89,52,25,0,7,0,1,4,0
AD,ref,OPG174,EBC-11367,58,1,247,127,102,0,14,2,2,0,0
AD,ref,OPG174,EBC-11384,72,1,219,112,88,0,13,0,1,5,0
AD,ref,OPG174,EBC-11433,85,1,189,107,61,0,10,0,0,11,0
AD,ref,OPG174,EBC-11442,49,1,55,34,17,0,4,0,0,0,0
AD,ref,OPG174,EBC-118033,66,1,141,83,50,0,7,0,0,1,0
AD,ref,OPG174,EBC-12821,32,1,179,70,94,0,13,1,1,0,0
AD,ref,OPG174,EBC-12825,68,1,183,135,39,0,3,2,1,3,0
AD,ref,OPG174,EBC-13002,24,1,216,112,69,0,19,0,3,13,0
AD,ref,OPG174,EBC-131022,98,1,209,125,67,0,11,0,1,5,0
AD,ref,OPG174,EBC-13120,75,1,235,140,75,0,18,1,1,0,0
AD,ref,OPG174,EBC-13129,91,1,167,95,60,0,5,2,0,5,0
AD,ref,OPG174,EBC-13184,36,1,210,119,71,0,12,0,1,7,0
AD,ref,OPG174,EBC-13190,61,1,105,63,34,0,7,0,1,0,0
AD,ref,OPG174,EBC-13192,96,1,182,103,67,0,5,2,1,4,0
AD,ref,OPG174,EBC-13250,44,1,185,120,46,0,4,0,2,13,0
AD,ref,OPG174,EBC-13579,8,1,199,95,98,0,6,0,0,0,0
AD,ref,OPG174,EBC-13607,11,1,245,160,74,0,10,1,0,0,0
